Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Description,Event Class,Gender of Victim(s),Source,Permanent URL
268,38.893104,-77.036605,20004,DC,District of Columbia,2017,2017-01-27T00:00:00,Executive Order,"President Donald J. Trump signs an executive order ceasing entry of all refugees into the United States for 120 days,æbars Syrian refugees in general,æand blocks entry to the United States by citizens of seven Muslim-majority countries for 90 days: Syria, Sudan, Somalia, Iran, Iraq, Libya, andæYemen. At the time it went into effect, the ban extended to holders of valid visas, those with green cards, and dual citizens. People in these categories currently in the United States cannot leave the country with certainty about being able to return. The order also reduces the overall refugee quota by more than half and empowers federal officials to add countries to the list on an as-needed basis.",legislation (targeting community),male and female,https://www.nytimes.com/2017/01/28/us/politics/annotating-trump-immigration-refugee-order.html,
269,40.65095,-73.814735,11422,NY,New York,2017,2017-01-15T00:00:00,Employment Discrimination,"The New York City Human Rights Commission announces allegations againstæPax Assist, a services contractor at John F. Kennedy Airport in New York City.æSupervisors at the company are alleged to have openly denigrated Islam and denied Muslim employeesæbreak schedules accommodating daily prayer and breaking fast during Ramadan.",bias-related incident (targeting individual or specific group),male and female,http://www.usatoday.com/story/news/2017/01/25/nyc-alleges-religious-discriminatio-jfk-airport-contractor/96989428/,
270,40.699186,-74.041843,7305,DC,District of Columbia,2017,2017-01-27T00:00:00,Executive Order,"President Donald J. Trump signs an executive order ceasing entry of all refugees into the United States for 120 days,æbars Syrian refugees in general,æand blocks entry to the United States by citizens of seven Muslim-majority countries for 90 days: Syria, Sudan, Somalia, Iran, Iraq, Libya, andæYemen. At the time it went into effect, the ban extended to holders of valid visas, those with green cards, and dual citizens. People in these categories currently in the United States cannot leave the country with certainty about being able to return. The order also reduces the overall refugee quota by more than half and empowers federal officials to add countries to the list on an as-needed basis.",legislation (targeting community),male and female,https://www.nytimes.com/2017/01/28/us/politics/annotating-trump-immigration-refugee-order.html,
271,33.740387,-84.345421,30316,GA,Georgia,2017,2017-01-28T00:00:00,Harassment,"A man begins photographing AsmaæElhuni, who was sitting in a coffee shop, and when she confronts him he asks if she has a green card. Elhuni is an American citizen, a graduate ofæGeorgia State University, and works in a state legislator's office. She recorded the incident, garnering significant media attention.",bias-related incident (targeting individual or specific group),female,http://www.ledger-enquirer.com/news/local/article129577549.html,
273,46.585893,-112.018545,59601,MT,Montana,2017,2017-01-31T00:00:00,Legislative Discrimination,"Senate Bill 97, which seeks to ban foreign law from Montana courts, passes through the state senate judiciary committee and moves to consideration by the full senate. It was introduced on January 24. Hearings about the bill focused on the threat of Islam and shari'a.",legislation (targeting community),male and female,http://missoulian.com/news/state-and-regional/committee-approves-anti-sharia-bill-by-kalispell-legislator/article_768216cc-7ee4-55d1-b0ad-37da7648a0ae.html,
274,40.712394,-74.001213,10038,NY,New York,2017,2017-02-02T00:00:00,Harassment,"Danielle Elamrany, aæ10-year veternan of the New York City Police Department, files a lawsuit contending that suffered years of harassment and discrimination at the hands of supervisors and co-workers after her decision to begin wearing a headscarf in 2008, despite receiving religious accomodation from the department. ",bias-related incident (targeting individual or specific group),female,https://www.washingtonpost.com/news/post-nation/wp/2017/02/07/dont-detonate-on-patrol-a-muslim-cop-sues-nypd-claiming-colleagues-harassed-her-for-years/?utm_term=.95908758450d,
275,38.747122,-121.259349,95661,CA,California,2017,2017-02-02T00:00:00,Vandalism,"Unknown suspects vandalize the Tarbiya Center in Roseville,æCalifornia, spray-painting its front wall with anti-Muslim and anti-Islamic messages.",crimes against property,male and female,http://www.latimes.com/local/lanow/la-me-ln-islamic-center-hate-crime-graffiti-20170202-story.html,
276,43.616745,-116.198911,83702,ID,Idaho,2017,2017-02-01T00:00:00,Legislative Discrimination,"Idaho state representativeæEric Redman introduces a bill banning foreign law from Idaho courts. Similar to other bills across the country, it does not mention shari'a specifically, but the law-maker acknowledges that it is a significant motivating factor behind the bill. Redman introduced a similar bill in 2016.",legislation (targeting community),male and female,http://www.postregister.com/articles/news-daily-email-todays-headlines/2017/02/01/sharia-ban-introduced-again#,
277,44.880688,-93.32478,55435,MN,Minnesota,2017,2017-01-28T00:00:00,Harassment,"Employees and customers at Smashburger in Edina, Minnesota, harassæKadra Abdi andæSadia Warfa. The two women allege thatæthey were harangued because of their headscarves and were told to return to their country. The restaurant denies that employees were involved. The incident occured in front of Warfa's three-year-old daughter.",bias-related incident (targeting individual or specific group),female,http://www.startribune.com/go-back-to-your-country-somali-women-say-they-were-verbally-harassed-at-edina-smashburger/412601033/,
278,40.420504,-74.512947,8852,NJ,New Jersey,2016,2016-11-10T00:00:00,Vandalism,"Amidst a bid for reelection, vandals deface six campaign signs of South Brunswickæschool board member Azra Baig. The graffiti suggests links with ISIS and used ethnic slurs to describe Baig's heritage.æ",bias-related incident (targeting individual or specific group),female,http://www.npr.org/2016/11/15/502162378/following-hate-crimes-and-trumps-election-muslims-remain-resilient,
279,40.461217,-74.46589,8902,NJ,New Jersey,2017,2017-01-30T00:00:00,Harassment,"While shopping at Modell's Sporting Goods in North Brunswick, New Jersey,  Azra Baig overhears another customer loudly say that the Muslim ban, referring to President Donald J. Trump's executive action on immigration and refugees, is long overdue. Baig, a member of the South Brunswick school board, was the target of hate speech during the election campaign in November 2016.",bias-related incident (targeting individual or specific group),female,http://patch.com/new-jersey/eastbrunswick/south-brunswick-muslim-school-board-member-says-she-was-harrassed,
280,34.745703,-92.289222,72201,AR,Arkansas,2017,2017-02-03T00:00:00,Legislative Discrimination,"House Billæ1041, which bans foreign law from state courts, passes the Arkansas House judiciary committee by voice vote. As in similar legislation proposed in state houses across the country, the bill does not mention shari'a specifically. Debate, however, focuses exclusively on the supposed threat it poses to the American justice system. Proponents admit the bill will have no effect on judicial procedure if it becomes law.",legislation (targeting community),male and female,http://www.arkansasonline.com/news/2017/feb/03/not-in-bill-sharia-debate-focus-2017020/,
281,40.697299,-74.014893,10004,NY,New York,2014,2014-03-19T00:00:00,Harassment,"A family files a lawsuit after being forcibly removed from the observation deck at the Empire State Building in New York, New York, foræpraying. ",bias-related incident (targeting individual or specific group),male and female,http://nypost.com/2014/03/18/muslims-booted-from-empire-state-building-for-praying-suit/,
282,39.973831,-75.141635,19122,PA,Pennsylvania,2015,2015-12-06T00:00:00,Vandalism,"Philadelphia police, the FBI, and the city's Human Relations Commission launch an investigation after a severed pig's head is found early in the morning on the doorstep of the Al-Aqsa Islamic Society in north Philedelphia. Security camera footage captures a red truck throwing the head at the mosque the night before.æ",bias-related incident (targeting individual or specific group),male and female,http://www.philly.com/philly/news/20151208_Severed_pig_s_head_left_at_N__Phila__mosque.html,
283,39.761047,-86.399918,46123,IN,Indiana,2014,2014-08-22T00:00:00,Violent Incident,"A woman wearing an abaya and hijab is struck on the shoulder from behind by a young man when entering a WalMart in Avon, Indiana. The woman's husband confronts the man, who continues to be aggressive, but there is no further violence andæthe suspect flees.",bias-related incident (targeting individual or specific group),female,http://www.indystar.com/story/opinion/columnists/matthew-tully/2014/08/22/tully-attack-avon-leaves-muslim-couple-shaken/14437253/,
284,33.770015,-118.193665,90802,CA,California,2014,2014-07-29T00:00:00,Violent Incident,"A man grabsæan anonymous victim's hijab from behind as she is loading items into her car in a Long Beach, California, parking lot. He curses the Muslim faith and the hijab that he tore from the woman's head before fleeing.",bias-related incident (targeting individual or specific group),female,http://www.presstelegram.com/general-news/20140728/long-beach-forum-to-address-hate-crimes-snatching-of-muslims-hijab,
